docno,title,text
en.15.119.348.2009.4.16,Execution top killer of Iraqi civilians: study,"BAGHDAD, Thu Apr 16, (bdnews24.com/Reuters) - Executions by insurgents and death squads made up the biggest number of Iraqi civilian deaths in five years of war, while suicide bombers acting as ""smart bombs"" rivaled aerial bombs for deadliness, a study said. The study conducted by King's College and Royal Holloway of the University of London, and non-profit group Iraq Body Count, found that of 60,481 civilians killed between March 20, 2003, and March 19, 2008, 33 percent were abducted and executed. Of those executed in the study group, 29 percent bore marks of torture, such as bruises, drill holes or burns. The most deadly events for civilians involved aerial bombings, which would have been carried out primarily by US forces, and the combined use of ground weapons and aerial bombs, which both killed an average of 17 civilians per event. But suicide bombings by sectarian or insurgent groups were almost as bloody, killing an average of 16 people in each event. ""A suicide bomber on foot acts as a precision weapon - a close quarters 'smart bomb' whose pattern of killing many civilians at a time can result only from either disregard for civilians when targeting opposition forces or direct targeting of civilians,"" the report found. ""When combatant forces intentionally target civilians, they commit a war crime."" After executions, small-arms gunfire in firefights and open shootings accounted for 20 percent of civilian deaths and suicide bombs for 14 percent. Published in the April 16, 2009, issue of the New England Journal of Medicine, the study was based on a database of civilian deaths in Iraq maintained by www.iraqbodycount.org. The database contains data on up to 99,774 civilian deaths that occurred after the March 2003 U.S.-led invasion of Iraq to topple Saddam Hussein. Iraq Body Count says its figure underestimates the true number of casualties. The study excluded deaths that occurred during prolonged bouts of violence, such as long sieges by U.S. forces of insurgent-held areas, and deaths in which the type of weapon used was not reliably documented. The invasion triggered a ferocious insurgency and a wave of bloodshed between Iraq's once dominant Sunni Arab minority and its majority Shia Muslim population. More than 4,000 US troops have also died. The report's authors said their findings about aerial bombs and the large number of civilian casualties they caused per event showed their use should be prohibited in civilian areas to comply with international"
en.15.119.177.2009.4.15,US worker confidence in retirement hits new low,"NEW YORK, Apr 15 (bdnews24.com/Reuters) - The recession has driven confidence among U.S. workers in the prospect of a comfortable retirement to record lows, research showed on Tuesday. Only 13 percent of workers feel very confident they will have enough money for a comfortable retirement, the lowest level since the Employee Benefit Research Institute, a public policy research organization, began its annual study in 1993. Respondents blamed economic uncertainty, a drop in the value of their retirement savings, and increases in healthcare and day-to-day expenses for their lowered expectations, it said. Only a quarter of workers expect to have enough money to cover basic expenses in retirement, it said. Just 13 percent are very confident they can pay for medical expenses. Yet while workers are worrying, many remain poor planners, the study showed. Fewer than half, 44 percent, have tried to calculate how much they will need to have saved by the time they retire. The same number simply guess what they will need to be comfortable in retirement, it said. Those who knew the most about their own financial realities were most likely to lose confidence in their futures. Among workers who have calculated their retirement needs, the proportion calling themselves very confident dropped to 19 percent in 2009 from 29 percent the previous year. Confidence remained level among those who have done no calculation, at 8 percent in 2009 and 9 percent in 2008. Among those feeling less confident, 81 percent said they have cut expenses, 43 percent have changed the way they invest their money and 38 percent are working more hours or a second job, it said. ""In some ways the loss of confidence is a positive because confidence was leading people to not take the steps now that they have to take,"" said Mathew Greenwald, president of Mathew Greenwald & Associates, a Washington-based market research firm that co-sponsored the Retirement Confidence Survey. ""That's the silver lining in a very dark cloud,"" he said. ""People are taking a more realistic read of what they need to do, which I think is a positive."" Among those who are already retired, those feeling very confident about their financial security also dropped to a new low of 20 percent. The random survey was conducted in January by telephone interviews with 1,001 workers and 256 retirees. The margin of error was estimated at plus or minus 3 percentage points"
en.15.119.136.2009.4.16,Obama envoy to Israel: US wants Palestinian state,"JERUSALEM, April 16 (bdnews24.com/Reuters) - US President Barack Obama's Middle East envoy told Israel's ultranationalist foreign minister, Avigdor Lieberman, Thursday that Washington wants to see the creation of a Palestinian state. ""I reiterated to the foreign minister that U.S. policy favors, with respect to the Israeli-Palestinian conflict, a two-state solution which will have a Palestinian state living in peace alongside the Jewish state of Israel,"" envoy George Mitchell told reporters, with Lieberman at his side. ""We look forward also to efforts to achieving comprehensive peace throughout the region,"" Mitchell said. Lieberman has rejected restarting statehood negotiations with the Palestinians that were launched by then-US President George W. Bush at a conference in Annapolis, Maryland in 2007. In his comments to reporters, Lieberman made no mention of a Palestinian state, an issue that could put Israeli Prime Minister Benjamin Netanyahu's right-leaning government on a collision course with Obama. ""It was a great opportunity to exchange some ideas, and we spoke about really close cooperation,"" Lieberman said about his meeting with Mitchell. Mitchell, a former U.S. senator who mediated in the Northern Ireland peace process, planned to hold talks later in the day with Netanyahu and see Palestinian President Mahmoud Abbas on Friday. Netanyahu has so far refused to commit himself to the establishment of a Palestinian state in the occupied West Bank and in the Gaza Strip. He has said he wants to focus any future peace negotiations with the Palestinians on economic and security matters, rather than thorny issues such as statehood borders, and the future of Jerusalem and Palestinian refugees. Mitchell said that Lieberman told him about Israel's desire to ""make economic improvements"" in the West Bank. Palestinian leaders have rejected any notion of an ""economic peace"" and have said U.S.-backed talks with Israel could not resume until Netanyahu committed to statehood. Mitchell is on his first visit to Israel and the Palestinian territories since Netanyahu's government was inaugurated on March 31"
en.15.119.278.2009.4.15,National booters off to Nepal on Thursday,"Dhaka, April 15 (bdnews24.com)  The Bangladesh national football team leaves for Nepal on Thursday morning to play a warm-up match against Nepal Police ahead of this month's AFC Challenge Cup qualifiers in Dhaka. Bangladesh were drawn in Group A along with Myanmar, Cambodia and Macao, the team on Wednesday moved into the qualifiers with a 3-3 aggregate after going 1-3 down away to hosts Mongolia. Macao had earlier beaten Mongolia 2-0 at home. The Bangladesh Football Federation also on Wednesday announced a 20-member squad for the warm-up match keeping strikers Jahid Hasan Emily, Mohammad Robin and winger Jahid Hasan, defender Ariful Islam and third-choice goalkeeper Mazharul Islam Himel. ""Emily, Robin and Jahid had been suffering from different injuries while Ariful and Himel did not make much progress in the training camp,"" new BFF general secretary Al Musabbir Sadi quoted Brazilian coach Edson Silva as saying. The absence of strike duo Emily and Robin means Bangladesh have to reply on new pairing of Mithun Chowdhury and Enamul Haq. As many as 25 players started to practice under the supervision of Dido and Argentine trainer Ariel Colman since May 28, a day after the Citycell Super Cup final. ""The progress has not been great and the time I got is not enough when you want to change the game completely,"" Dido said. ""However, the players had started to realise what I wanted from them."" Though Bangladesh will be playing the matches of the AFC Challenge Cup at home, the National Team Management Committee, led by vice-president Badal Roy, has arranged a warm-up match abroad as recommended by the national coach. Explaining the reason behind playing a practice match aboard, Dido said it would act as a physiological boost because it would be tough to recover from a setback if the boys went down at home, but a loss aboard would not affect the players much. Bangladesh will play Nepal Police on April 18 after having just a day's practice in Kathmandu, which is situated 1,336 metres (4,383 feet) above sea level. ""I don't know much about the opponents and I can't say you whether we are going to win or lose. It depends on how much the players can cope with the conditions,"" Dido was quoted as saying. Squad: Aminul Haq (captain), Biplob Bhattacharya, Nasirul Islam Nasir, Wali Faisal, Atiqur Rahman Mishu, Rashedul Islam Rashed, Rajani Kanta Barman, M Sujan, Moffazal Hossain Saikat, Mamun Mia, Arman Aziz, Enamul Haq Sharif, Pranotosh Kumar, Mejbabur Haq Manik, Jahed Parvez Chowdhury, Mamunul Islam Mamun, Motiur Munna, Iman Ahmed, Enamul Haq and Mithun Chowdhury. Officials: Imtiaz Sultan Johnny (manager), Edson Silva Dido (head coach), Shafiqul Islam Manik (assistant coach), Ariel Colman (trainer) and Dolilur Rahman (physio). bd"
en.15.119.245.2009.4.14,Little leverage left for North Korea sanctions,"BEIJING, Tue Apr 14, (bdnews24.com/Reuters) - Strengthened sanctions are unlikely to dent North Korea's trade with benefactor China, but the global slowdown is taking its own toll on the isolated North, which said on Tuesday it will abandon nuclear talks. North Korea's announcement that it will abandon the ""useless"" six-party disarmament talks and restart a nuclear plant followed the UN Security Council's condemnation on Monday of its rocket launch nearly two weeks ago. The security council demanded enforcement of existing sanctions. Lower commodity prices may prove more painful to North Korea than the tightened sanctions, which will likely blacklist certain firms known to deal in military goods. ""Sanctions won't have a big effect, they won't change their actions,"" said Shi Jinhong, a professor of international relations at Renmin University in Beijing. ""There will be no impact on trade with China, which is mostly grains and basic materials ... Sanctions may have some influence on luxury goods, but only a weak effect on overall trade volume."" The isolated country's $2 billion annual trade with China, equal to about 10 percent of the North's annual GDP, is its most important economic relationship. China repeatedly urged restraint as North Korea prepared its rocket launch. But it was reluctant to take a harder stand for fear of losing influence in Pyongyang and due to worries about the major political and economic risks if North Korea collapsed. Trade between the two countries has slipped in recent months, as a plunge in metals prices closed one of North Korea's few channels of export revenues. The value of trade between the two countries dropped 3 percent in the first two months of 2009. North Korea profited from strong prices for minerals and ores over the last few years, ramping up exports of zinc, lead and iron ore to resource-hungry China. Most of those exports have dropped again since last summer, in line with sharp decreases in metals prices buffeted by the global economic crisis. For a graphic, click: (http://graphics.thomsonreuters.com/apr09/NKR_MNRLS0409.jpg) The North's mineral deposits could be worth $2 trillion, according to an estimate by the South's Korea Resources Corporation. But dilapidated infrastructure and a broken power grid hinder mining and the transport of minerals out of the country. The irregular pattern of North Korea's alumina imports implies that its smelter only runs in fits and starts. Other ore exports are equally ragged, possibly indicating that North Koreans are only digging the easily accessible ores. Chinese companies that have tried to invest in North Korean mines complain of constant changes in regulations and report that the North tries to tie mining access to commitments to build mills and other industrial projects. ""China and North Korea are friendly neighbors and we will continue to develop friendly cooperative relations with North Korea,"" Chinese foreign ministry spokeswoman Jiang Yu said on Tuesday after the North's withdrawal from the six-party talks. TESTY TRADE Diplomats' expectations that China might use trade to influence its prickly neighbor rose when China cut off crude oil shipments in September of 2006, as North Korea prepared to test a nuclear bomb. It had tested ballistic missiles that July. In fact, energy trade data shows that China is reluctant to apply trade pressure. Increased oil products shipments offset the brief cut in crude supplies in 2006. ""The imposition of these sanctions (in 2006) has had no perceptible effect on North Korea's trade with the country's two largest partners, China and South Korea,"" wrote Marcus Noland, of the Washington-based Peterson Institute for International Economics. Data since early 2006 show that Chinese crude shipments have in fact been overwhelmingly consistent, at 50,000 tons a month. For a graphic, click: (http://graphics.thomsonreuters.com/apr09/NKR_OILIM0409.jpg) But imports of liquefied petroleum gas (LPG), normally used as a cooking fuel in Asia, have plummeted since August 2007. Aid agencies have said when North Korea stirs global tensions it is more difficult for them to receive food pledges for the impoverished state, where handouts account for about one-fifth of food supplies. Nonetheless, the United States provided 500,000 tons of rice after South Korea cut off food aid. But it was slow to provide fertilizer, which could harm agricultural output again in 2009 after better weather brought an improved harvest in 2008. North Korea has imported very little Chinese grain since the 2008 harvest, reflecting the better harvest. Flooding and a disastrous harvest in 2006 and 2007 required heavy imports of grains from China in those years. Chinese corn shipments to North Korea since August have dropped to 2,670 tons, from 136,595 tons in the previous twelve months and 32,186 tons in the year before that. Rice and soybean shipments show a similar pat"
en.15.119.422.2009.4.10,Battered Bayern's title defence on the line,"BERLIN, April 10 (bdnews24.com/Reuters) - Having shipped nine goals in two games, Bayern Munich have little time to wallow in self-pity when they host Eintracht Frankfurt in the Bundesliga on Saturday. After a 5-1 drubbing at the hands of league leaders VfL Wolfsburg last week, Bayern were thrashed 4-0 by Barcelona in their Champions League quarter-final first leg on Wednesday. With their leaky defence a shadow of last season's solid backline and defender Lucio as well as striker Miroslav Klose injured, coach Juergen Klinsmann needs a quick fix. Defending champions Bayern are three points off the top in third place with 48 points with eight games remaining this term. Klinsmann must also deal with mounting criticism that his first season in charge of Bayern has been a flop, despite vocal backing from the club board. Bayern playmaker Franck Ribery admitted they needed to win against Eintracht to keep any title hopes alive. ""We are under pressure now. We absolutely must win against Frankfurt,"" the Frenchman said after Bayern's mauling in Spain. ""We have to be present at the weekend."" However, catching Wolfsburg, especially given Bayern's erratic recent performances, is no easy task, with Felix Magath's team having won their last eight league matches. IN-FORM STRIKERS Wolfsburg, who lead Hamburg on goal difference in the Bundesliga, travel to lowly Borussia Moenchengladbach with two of the league's most dangerous strikers in Grafite and Edin Dzeko. The pair have been superb throughout the season, with the Brazilian topping the scorers' list with 20 goals and the Bosnian 15. While Magath has banned any title talk, insisting their aim was to finish in the top five, the players know the championship is only a few more wins away. ""Glabach will fight against relegation in this match and they will need every point they can get,"" Wolfsburg midfielder Zvjezdan Misimovic said. ""But if we keep a cool head we can get something out of this match as well."" Hamburg, also on 51 points, travel to resurgent Stuttgart, who are in fifth place. Hamburg's midweek UEFA Cup clash against Manchester City could leave Martin Jol's side drained, however, the team having played virtually non-stop since the end of the winter break in the league, UEFA Cup and German Cup"
en.15.119.121.2009.4.16,"Palmeiras held by 10-man Sport, Gremio qualify","BUENOS AIRES, April 16 (bdnews24.com/Reuters) - Palmeiras were in danger of an early Libertadores Cup exit on Wednesday after being held 1-1 at home by Sport Recife, who had a player sent off for a goal celebration before halftime. Former champions Gremio booked their place in the last 16 with a 2-0 win away to Universidad de Chile and Brazilian champions Sao Paulo, already qualified, lost 2-1 away to Independiente Medellin. Vanderlei Luxemburgo's Palmeiras were gifted an early lead in their all-Brazilian Group One match in Sao Paulo when they were awarded a penalty for handball after Pablo Armero's cross appeared to hit Sport defender Cesar Lucena in the chest. Keirrison converted in the 15th minute. Wilson equalised in first-half injury-time but then lifted up his shirt as he celebrated and was sent off for a second bookable offence. Palmeiras pressed throughout the second half but were unable to force a winner. Colo Colo and Sport have seven points from four games while Palmeiras and defending champions LDU have four apiece. Former Brazil and Real Madrid coach Luxemburgo has won the Brazilian championship five times but the more prestigious Libertadores has eluded him. Twice former champions Gremio made sure of a top-two finish in Group Seven with their win in Santiago. Leo headed them in front from a rebound after Jonas' header hit the crossbar in the 31st minute and former Barcelona and Real Madrid striker Maxi Lopez latched on to Souza's perfectly-timed pass to slot in the second in the 62nd minute. Universidad de Chile, second in the group with seven points from five games, had striker Juan Manuel Olivera sent off for an off-the-ball incident as they dropped six behind Gremio. Independiente Medellin, who drew their first four games in Group Seven, boosted their chances as their win over Sao Paulo took them second with seven points. Diego Cabrera and Rafael Castillo scored in the first half hour for the Colombians before Andre Lima pulled one back"
en.15.119.66.2009.4.11,"Tornado roars through Arkansas town, kills 3","Little Rock, Arkansas, Apr 11 (bdnews24.com/Reuters) - At least three people were killed and two dozen injured on Thursday night when a tornado smashed through Mena, Arkansas, officials said on Friday. ""About half the injuries were reported as serious,"" said Tommy Jackson, a spokesman for the Arkansas Department of Emergency Management at North Little Rock, Arkansas. Mena, with a population of 5,600, is the seat of Polk County, on the Arkansas border with Oklahoma, and is about 130 miles west of Little Rock, the state capitol. The storm roared through the small town shortly after 8 p.m. CST on Thursday night (0100 GMT on Friday morning). Damage but no death was reported in several smaller, nearby communities. The number of homes damaged or destroyed had yet to be determined, Jackson said. But he said there was extensive damage to the Polk County courthouse and municipal buildings, and to the downtown business area. Shelters were set up in two Mena churches for the displaced. Governor Mike Beebe dispatched 30 National Guardsmen to the town to assist local officials in providing security. Entergy, the state's primary electricity provider, said more than 10,000 customers were without power in three counties closer to central Arkansas because of damage to lines from high winds. ""It's still far too early to determine how extensive the damage is,"" Jackson said."
en.15.119.32.2009.4.12,"UEFA reject Barca appeal over Messi, Guardiola","MADRID, April 12 (bdnews24.com/Reuters) - UEFA have rejected Barcelona's appeal against Lionel Messi's yellow card and coach Pep Guardiola's dismissal from the bench in Wednesday's Champions League quarter-final against Bayern Munich, the club said. Messi was cautioned for diving in the penalty area by referee Howard Webb in the first half of the 4-0 win and Guardiola was ordered to the stands for protesting against the decision. UEFA ruled that Guardiola will not be allowed to sit on the bench during Tuesday's second leg in Munich, the Primera Liga leaders said on their website (www.fcbarcelona.c"
en.15.119.113.2009.4.10,Ancelotti refuses to comment on Chelsea reports,"ROME, April 10 (bdnews24.com/Reuters) - Carlo Ancelotti on Friday refused to comment on media reports that he had agreed to become Chelsea's manager next season, but inferred that he planned to stay at AC Milan. ""(Milan chief executive Adriano) Galliani spoke clearly during the week and I don't think it's necessary to add anything,"" Ancelotti told a news conference when asked about the reports. On Wednesday, Galliani denied speculation that Milan were looking to hire Cagliari boss Massimiliano Allegri, saying the club and Ancelotti were tied by a contract running until June 2010. ""Allegri has the capabilities to train any team. But if he wants to train here, I think he'll have to wait,"" Ancelotti added. The 49-year-old coach has repeatedly said he intends to serve out his contract after being made favourite to succeed interim manager Guus Hiddink at Chelsea and being linked to Real Madrid if Florentino Perez becomes club president again. Third-placed Milan are 14 points behind Serie A leaders Inter and Ancelotti has been told by club bosses that third spot is a minimum requirement this term. Ancelotti, Serie A's longest-serving manager having been appointed in 2001, led Milan to European Cup triumphs in 2003 and 2007 but has captured only one league title, in 2004"
en.15.119.16.2009.4.18,Religious leaders offer PM help to detect militants,"Dhaka Apr 18 (bdnews24.com) - Religious leaders in a meeting with prime minister Sheikh Hasina Saturday offered to help the government in its fight against militant groups. ""We will help the government to arrest militants and terrorists by forming committees to help detect suspects,"" said Habibur Rahman, amir of Khelafat Majlish and vice president of the Kawmi Madrasa Education Board. He was speaking to reporters after a team of 62 leaders of the Alim community, led by Allama Mufti Ahmed Shafi, president of Befakkul Madarisil Arabia Bangladesh, a Kawmi madrasa-based organisation, met with the prime minister at her Hare Road residence. In a one-hour meeting, they also discussed ""government recognition"" of the Kawmi madrasa system, Rahman said. He added that the prime minister instructed them to hand her a proposed syllabus to be included under a new national education policy being formulated by the government. Hasina assured them of every type of assistance under the new policy. Questioned about a recently disputed comment by law minister Shafiq Ahmed, that Kawmi madrasas had links to militants, Rahman quoted the prime minister as saying the minister had said it ""mistakenly"". Shafiq Ahmed, meanwhile, had previously and again on Saturday stated that newspapers had ""misquoted"" him with regard to the reported comment. Rahman also quoted Hasina as saying Kawmi system could not be blamed for incidents such as the arms haul at a Bhola madrasa that was run by UK-based NGO Green Crescent. bd"
en.15.119.36.2009.4.12,Sri Lanka says plans two-day fighting halt: minister,"COLOMBO, Apr 12 (bdnews24.com/Reuters) - Sri Lanka's military will halt fighting for two days to allow tens of thousands of trapped civilians to escape a no-fire zone where they are being held by the Tamil Tigers, the media minister said on Sunday. ""Cabinet decided there will be a halt to fighting for the Sinhala and Tamil New Years on Monday and Tuesday,"" media minister Anura Priyadharshana Yapa, also the cabinet spokesman, told Reut"
en.15.119.4.2009.4.11,Asia stocks push towards 6-month highs,"By Elaine Lies TOKYO, Apr 11 (bdnews24.com/Reuters) - Asian shares rose on Friday, with South Korean stocks hitting a 6-month high after the country averted recession in the first quarter, as a Wall Street rally boosted risk demand around the region and dented the yen. Many financial centers in the region were closed for a long weekend, making investors nervous that gains made now may not be sustained next week when many major U.S. companies report quarterly earnings. The Nikkei hit a three-month closing high for the second day in a row, though off the day's peak reached above the psychologically key 9,000 level, as banks tumbled after Sumitomo Mitsui Financial Group (8316.T: Quote, Profile, Research, Stock Buzz) warned of a net loss for the financial year just ended, reviving fears for other megabanks. Nikkei .N225 edged up 0.5 percent to 8,964.11. U.S. shares rebounded after Wells Fargo (WFC.N: Quote, Profile, Research, Stock Buzz) said it expected to post a record quarterly profit of $3 billion, topping analyst expectations that sent the sector -- key to market sentiment -- sharply higher, with the S&P financial index .GSPF soaring 15.51 percent. In Taiwan, this dovetailed with Cathay Financial (2882.TW: Quote, Profile, Research, Stock Buzz) rallying after it reversed a year-ago loss to report market-beating first quarter profits, helping shares hit a 6-month high. Taiwan's main TAIEX share index .TWII gained 2 percent to 5,781.96, while the Korea Composite Stock Price Index .KS11 (KOSPI) rose 1.5 percent to 1,336.04. Seoul shares gained additional upward impetus with a positive growth estimate for the first quarter from South Korea's central bank. ""The market was helped by Wells Fargo's stronger than expected first quarter results estimate, fueling hopes of stabilization in U.S. financial markets,"" said Won Jong-hyuck, a market analyst at SK Securities in Seoul. Global investors have been keenly awaiting U.S. financial results, which move into high gear next week when Goldman Sachs, JP Morgan Chase and Citigroup are all set to report. ""If U.S. banks show some signs of improvements and stabilization, the index could make a more meaningful rebound. Better numbers from banks will point to stronger economies in the second half,"" said Lee Sun-yeob, a market analyst at Goodmorning Shinhan Securities. But there was little joy for financials in Japan a day after its third-largest bank, Sumitomo Mitsui Financial Group (8316.T: Quote, Profile, Research, Stock Buzz), said it faces a net loss of $3.9 billion for the financial year just ended and would raise as much as $8 billion through the sale of shares. This revived worries for its larger rivals, seen as even more sensitive to declines in Japanese share prices, with No. 2 bank Mizuho Financial Group (8411.T: Quote, Profile, Research, Stock Buzz) tumbling 9.6 percent. EURO FALLS The MSCI index of Asia-Pacific stocks outside Japan .MIAPJ0000PUS rose 0.5 percent, back near a six-month peak hit on Monday. The euro fell to its lowest in almost a month against the dollar, dented by holiday trade and a view the European Central Bank may be edging closer to unconventional easing. ECB President Jean-Claude Trichet said on Thursday the ECB still had some leeway to cut its main interest rate from its record low of 1.25 percent. He repeated it would lay out plans for possible unconventional monetary policy measures at its next meeting in May. He did not give details, but another ECB official said buying debt could ease credit availability. The dollar initially rose against the yen but fell back in later trade, down 0.1 percent at 100.35 yen by 2 a.m EDT. Japanese government bonds edged up as investor demand for debt revived a little with the market beginning to process news of an upcoming increase in supply. The benchmark 10-year JGB yield fell 2.5 basis points to 1.450 perc"
en.15.119.116.2009.4.10,Fiji president takes over,"SUVA, Fri Apr 10, (bdnews24.com/Reuters) - Fiji's president revoked the politically unstable South Pacific nation's constitution on Friday, named himself to temporarily replace a post-coup interim government and called for fresh elections by 2014. President Ratu Josefa Iloilo said he would soon appoint a new interim government but gave no firm time-frame. His actions come after an administration headed by military commander Commodore Frank Bainimarama since a bloodless December 2006 coup was declared illegal by Fiji's Court of Appeal on Thursday. Fiji has suffered four coups and a bloody military mutiny since 1987, mainly as a result of tensions between the majority indigenous Fijian population and the economically powerful ethnic Indian minority. Iloilo's plans will likely further harm Fiji's international relations, already strained after Bainimarama went back on a promise to hold elections in the first quarter of 2009. Fiji was suspended from the Commonwealth, a grouping of 53 mainly former British colonies, after Bainimarama's 2006 coup. The United States and European Union imposed sanctions until the tourism- and sugar-reliant island nation held elections. Bainimarama says Fiji must first change its racially based electoral system, which he blames for past instability. U.S. Secretary of State Hillary Clinton earlier this week urged Bainimarama to restore democracy, backing a demand by South Pacific leaders for elections this year. Australia and New Zealand, Fiji's main trading partners and biggest aid donors, have refused entry to any member of the Fiji military, government and their families since the 2006 coup. Australia condemned Iloilo's decision to abrogate the constitution and backed the appeal court's ruling, which included a recommendation for prompt elections. ""This is the right course for Fiji and the only way forward for the people of Fiji,"" Australian Prime Minister Kevin Rudd said in a statement on Friday. ELECTIONS BY 2014 Fiji should hold fresh elections by 2014, Iloilo said in a national broadcast from his presidential residence set in sprawling grounds overlooking the harbor in the capital, Suva. ""I am sure you will all work together with me and the soon-to-be appointed interim government to ensure that this transition to a new legal order is not only smooth but will reap many benefits for us and the future generations and resolve many of our long outstanding and systematic problems,"" the aging and ailing Iloilo said. Iloilo appointed Bainimarama prime minister after the military leader toppled former premier Laisenia Qarase, who he accused of corruption and being soft on the leaders of another coup in 2000. Iloilo's election timetable and call for electoral reforms mirror those of Bainimarama, whom he is known to favor. ""It has brought about reforms. It has created opportunities for new ideas. It has adhered to my mandate,"" Iloilo said of Bainimarama's government. ""It has had a positive impact on the lives of our people in particular the ordinary citizens of our country, including those in the rural areas,"" he said. Qarase had asked the court of appeal to overturn an earlier High Court ruling that Bainimarama's government was legal. Iloilo sacked three judges involved in Thursday's ru"
en.15.119.293.2009.4.10,Nations urges end to `futile fighting' in Sri Lanka,"COLOMBO, Fri Apr 10, (bdnews24.com/Reuters) - The nations leading Sri Lanka's peace process on Friday urged the Tamil Tigers to free 100,000 civilians they are holding and the military to stop shelling the no-fire zone where the separatists are making their last stand. The statement from the United States, Britain, Japan and Norway came as Sri Lanka's military said it had begun what it called ""the largest hostage rescue operation in the world"" by identifying the best routes for people to get out. The four-nation group, dubbed the Tokyo Co-Chairs, discussed on a conference call ""how to best end the futile fighting without further bloodshed,"" a US State Department statement said. ""They call on the Tamil Tigers to permit freedom of movement for the civilians in the area,"" it said. ""They reaffirmed the need to stop shelling into the 'no fire zone' to prevent further civilian casualties."" Tens of thousands of civilians are trapped inside a 17 square km (7 sq mile) army-declared no-fire zone on the northeastern coast, held there by the Liberation Tigers of Tamil Eelam (LTTE) and being killed in shelling, the co-chairs' statement said. It is on that piece of land where the final act of Sri Lanka's 25-year civil war is expected to play out, and diplomats have been working furiously to negotiate an exit for the people stuck there but have been repeatedly rebuffed by the LTTE. The government has vowed no ceasefire but pledged to stop fighting briefly to let people out as it has done in the past. At least 64,000 people have fled since January. President Mahinda Rajapaksa spoke with U.N. Secretary-General Ban Ki-moon late on Thursday, and assured him that ""Sri Lanka was aware of and observes all international obligations to protect civilians,"" a statement from the president's office said. ""HOSTAGE RESCUE"" The Defense Ministry said troops had begun ""the world's biggest hostage rescue operation"" and that the 58th Division, which has won several major recent victories, would spearhead it. Military spokesman Brigadier Udaya Nanayakkara said troops were within a few hundred meters of the no-fire zone and broadcasting messages advising people the best routes of escape. ""No shelling is going on and up to now about 300 people have come today. There are people coming in now, but then the LTTE had come and assaulted some of them, we were able to see,"" he said. Pro-rebel website www.TamilNet.com said this week hundreds have been killed by shelling in recent days, while Human Rights Watch in a statement on Friday reiterated its charge that the government was shelling the no-fire zone. ""Sri Lanka's so-called 'no-fire zone' is now one of the most dangerous places in the world,"" Brad Adams, Asia director at Human Rights Watch, said in a statement. Sri Lanka has repeatedly accused the group of inaccurate and biased reporting. Diplomats say they fear thousands could die if the LTTE and government cannot cut a deal to free them, either getting killed in combat in the densely packed area or dying in a mass killing orchestrated by the Tigers to be blamed on the military. The latter, diplomats say, would help the LTTE energize their diaspora while hurting the government by damaging ties with western governments who may be forced to cut off aid. The LTTE has vowed economic sabotage against the state, which is seeking a $1.9 billion loan to help solve a balance of payments crisis while struggling with downward pressure on the rupee currency and shrinking export earn"
en.15.119.331.2009.4.14,Silk City Express makes first stop in Kamalapur,"Kamran Reza Chowdhury bdnews24.com senior correspondent Dhaka, April 14 (bdnews24.com)Pahela Baishakh saw the first broad gauge train, the Silk City Express from Rajshahi, arriving at Kamalapur Station in the heart of the capital. ""Even a couple of years back, broad gauge trains coming into Kamalapur station was unthinkable,"" Md Belayet Hossain, the railway's director general told bdnews24.com on Tuesday. The people of Rajshahi have had to wait 147 years, since the introduction of railway in Bengal by the British in 1862, to reach Dhaka direct. The Bangla New Year has come to have a special significance for Bangladesh Railway. Last year on this day, the Maitree Express, the first direct passenger train service between Dhaka and Kolkata in over 40 years, made its first journey. Last New Year also saw broad gauge trains from northern Rajshahi and southwestern Khulna reach the Cantonment Station, still some 11 kilometres off the city centre, for the first time. This year, the Silk City Express chugged direct into the city centre at 1.30pm with 529 passengers on board. Communications minister Syed Abdul Hossain formally inaugurated the new service at Kamalapur Station, while crowds of onlookers and railway officials greeted the passengers. The train left again for Rajshahi at 2.40pm. However, most trains from Rajshahi and Khulna divisions, the Railway's West Zone, still cannot make it to Kamalapur Station owing to difference in gauge. The West Zone runs on broad gauge lines while East Zone, comprising Dhaka, Chittagong and Sylhet divisions, run on narrow metre gauge lines. Since 2000, the authorities turned Dhaka's metre gauge into dual gauge making it fit for the movement of both metre and broad gauge trains. An additional director general TA Chowdhury said operating from Kamalapur station would reduce the hassle of getting transport into the city proper. ""Passengers find it difficult to get taxis or buses at the station owing to its location,"" he told bdnews24.com. Quazi Asadullah Another director general of the railway said by June-July all broad gauge trains coming from Rajshahi and Khulna would come to Kamalapur after the completion of signalling works. ""At present, only the Silk City will ply between Rajashahi and Kamalapur,"" he told bdnews24.com. Railway officials say one of the major problems was the national railway network was not originally centred around Dhaka. The British rulers set up the railways in Bengal with all lines concentrated around the Indian city of Kolkata, the capital of the then undivided Bengal. The rail network remained relatively unchanged up to the late 1990s. Since then successive governments finally took initiatives to rehaul the rail system to serve Dhaka better."
